item,name,group,klub_short,district,districtLabel,gender,dob,dobPrecision,psid
Q21282116,Tomasz Rzymkowski,Q108524676,PiS,,,male,1986-07-31T00:00:00Z,11,Q21282116-025526C3-9449-4AF9-AAD1-CE186E602447
Q21282117,Jarosław Sachajko,Q108524687,Kukiz15,,,male,1971-08-08T00:00:00Z,11,Q21282117-EB8E5F86-F599-4569-9551-6E675205EEB7
Q21282118,Joanna Scheuring-Wielgus,Q108524674,Lewica,,,female,1972-02-08T00:00:00Z,11,Q21282118-13292E29-4EFB-4988-A61C-4F59CA83B111
Q21282119,Anna Schmidt,Q108524676,PiS,,,female,1978-11-11T00:00:00Z,11,Q21282119-1ECDC758-FDE3-471F-9855-E5FAD435CB9F
Q21282120,Łukasz Schreiber,Q108524676,PiS,,,male,1987-05-26T00:00:00Z,11,Q21282120-432D40EF-49D9-4AB7-B46C-822B15AFE140
Q21282121,Anna Maria Siarkowska,Q108524676,PiS,,,female,1982-03-23T00:00:00Z,11,Q21282121-4058EB53-5614-4E26-8E03-D0C1ADBB9198
Q21282124,Artur Soboń,Q108524676,PiS,,,male,1977-03-13T00:00:00Z,11,Q21282124-42C40F54-9E33-4ECE-BE9A-C7C340285D2A
Q21282125,Mirosława Stachowiak-Różecka,Q108524676,PiS,,,female,1973-07-08T00:00:00Z,11,Q21282125-86402CC4-329C-410D-92E0-144CF5F42E00
Q21282129,Mirosław Suchoń,Q108524677,Polska2050,,,male,1976-01-10T00:00:00Z,11,Q21282129-252ECB2C-5F92-48CA-BBD6-1EC327238BB7
Q21282130,Artur Szałabawka,Q108524676,PiS,,,male,1967-10-03T00:00:00Z,11,Q21282130-31E3906D-A8ED-4317-A887-745EC1292517
Q21282131,Józefa Szczurek-Żelazko,Q108524676,PiS,,,female,1961-03-14T00:00:00Z,11,Q21282131-B9904B76-6AB3-4AE4-931D-D8AC0DE9C909
Q21282132,Paweł Szefernaker,Q108524676,PiS,,,male,1987-02-27T00:00:00Z,11,Q21282132-7D153F53-FF22-4435-AB6A-EDC8D4A6A4DB
Q21282134,Adam Szłapka,Q108524655,KO,,,male,1984-12-06T00:00:00Z,11,Q21282134-8AB2CE5F-DDC7-47ED-B731-36C86F73DC68
Q21282135,Paweł Szramka,Q108524690,PS,,,male,1989-06-18T00:00:00Z,11,Q21282135-317ABBF9-D45F-4AF7-BBA7-3AD30F554617
Q21282136,Krzysztof Szulowski,Q108524676,PiS,,,male,1963-05-25T00:00:00Z,11,Q21282136-29DB4D3D-F9E5-41EE-B575-43D7F93E1C34
Q21282139,Ewa Szymańska,Q108524676,PiS,,,female,1952-04-24T00:00:00Z,11,Q21282139-04533ABC-1FF1-4727-951A-749898CEF248
Q21282140,Szymon Szynkowski vel Sęk,Q108524676,PiS,,,male,1982-11-24T00:00:00Z,11,Q21282140-F8CAE533-BE7B-4F2E-953D-74A551DE8922
Q21282142,Agnieszka Ścigaj,Q108524690,PS,,,female,1975-12-22T00:00:00Z,11,Q21282142-F86A8B6C-A51F-4BB0-B1E2-994400DB1FC2
Q21282143,Dominik Tarczyński,Q108524676,PiS,,,male,1979-03-27T00:00:00Z,11,Q21282143-F870B5E6-2101-4BAF-9F21-DAB76E129AFB
Q21282145,Krzysztof Truskolaski,Q108524655,KO,,,male,1990-07-25T00:00:00Z,11,Q21282145-B474AC85-05E2-4297-8F95-1A572D2F49C0
Q21282146,Sylwester Tułajew,Q108524676,PiS,,,male,1981-12-30T00:00:00Z,11,Q21282146-A08020C7-40E0-44CD-B703-72B2A4E99854
Q21282147,Stanisław Tyszka,Q108524687,Kukiz15,,,male,1979-04-11T00:00:00Z,11,Q21282147-322490D9-8FE6-425F-9849-B199E61BBFB1
Q21282149,Piotr Uruski,Q108524676,PiS,,,male,1976-08-11T00:00:00Z,11,Q21282149-C538EEBE-D38C-4421-B5F9-F794F8483697
Q21282151,Piotr Uściński,Q108524676,PiS,,,male,1977-05-20T00:00:00Z,11,Q21282151-D2B54726-CF3D-4165-8BE0-FCCB05C80C1A
Q21282152,Robert Warwas,Q108524676,PiS,,,male,1976-08-13T00:00:00Z,11,Q21282152-848F2A9C-6378-455E-9209-3A6AA969F302
Q21282153,Maciej Wąsik,Q108524676,PiS,,,male,1969-10-16T00:00:00Z,11,Q21282153-03D77C78-111B-42EF-8B89-DB144C4138BF
Q21282155,Rafał Weber,Q108524676,PiS,,,male,1981-09-01T00:00:00Z,11,Q21282155-E7E7408E-7758-43A9-8D0D-25F74A55AABE
Q21282160,Witold Zembaczyński,Q108524655,KO,,,male,1980-12-28T00:00:00Z,11,Q21282160-56D4E63F-5E46-4C6D-8183-10E44F6D24E5
Q21282162,Ireneusz Zyska,Q108524676,PiS,,,male,1969-08-05T00:00:00Z,11,Q21282162-7C70B567-DEF1-40F5-B9A2-A2A0983D033F
Q21288049,Elżbieta Duda,Q108524676,PiS,,,female,1962-11-20T00:00:00Z,11,Q21288049-3DAB5121-5D69-4843-B099-B3A07BB2AAFB
Q21288053,Jacek Kurzępa,Q108524676,PiS,,,male,1961-10-05T00:00:00Z,11,Q21288053-2E46D434-F2C5-4821-AD73-A828FA168EEE
Q21440613,Anna Ewa Cicholska,Q108524676,PiS,,,female,1962-02-07T00:00:00Z,11,Q21440613-DA924261-E95E-4EDD-8901-E75F3AE76493
Q21440637,Marcin Porzucek,Q108524676,PiS,,,male,1984-07-20T00:00:00Z,11,Q21440637-9F349E41-7D6A-4A2E-BC46-524B38C34457
Q21524707,Krzysztof Gawkowski,Q108524674,Lewica,,,male,1980-04-11T00:00:00Z,11,Q21524707-0dfba9c2-46e5-bf69-e28c-36d6274fba63
Q2165280,Romuald Ajchler,Q108524674,Lewica,,,male,1949-01-19T00:00:00Z,11,Q2165280-F302DB8B-D1E3-46F1-9E32-4C3EA69C9F47
Q21822538,Jadwiga Emilewicz,Q108524676,PiS,,,female,1974-08-27T00:00:00Z,11,Q21822538-F8075C77-19D1-4B36-8035-C7F1F08CB885
Q21872504,Radosław Fogiel,Q108524676,PiS,,,male,1982-02-16T00:00:00Z,11,Q21872504-CE381339-5526-4F22-B384-CDE59CD46D3C
Q22060880,Rafał Bochenek,Q108524676,PiS,,,male,1986-08-14T00:00:00Z,11,Q22060880-830ACF1E-35C6-4BCB-9126-2009AD939285
Q222905,Jarosław Gowin,Q108524679,Porozumienie,,,male,1961-12-04T00:00:00Z,11,Q222905-9C879962-4BC2-4351-94B7-E840D66F8934
Q22350989,Marcin Warchoł,Q108524676,PiS,,,male,1980-07-13T00:00:00Z,11,Q22350989-06019039-0533-4C1D-92DA-BA23AA25EA15
Q22350992,Przemysław Czarnek,Q108524676,PiS,,,male,1977-06-11T00:00:00Z,11,Q22350992-C49F287A-EBBA-4B4B-91A6-9F1A1ACB9F2C
Q22350993,Katarzyna Czochara,Q108524676,PiS,,,female,1969-11-03T00:00:00Z,11,Q22350993-44BEA0F3-9FA8-4707-859B-691C93E0AE22
Q22350994,Paweł Hreniak,Q108524676,PiS,,,male,1979-09-09T00:00:00Z,11,Q22350994-A791FAB0-6316-4567-B372-A68013B7A4FE
Q22350996,Ewa Leniart,Q108524676,PiS,,,female,1976-08-27T00:00:00Z,11,Q22350996-B1BB6B01-F1E4-42C1-AE1F-F818BC70E040
Q22350997,Waldemar Olejniczak,Q108524676,PiS,,,male,1961-12-09T00:00:00Z,11,Q22350997-D9E4BDF3-7A79-4B56-9726-D530ED585E1B
Q22351000,Zdzisław Sipiera,Q108524676,PiS,,,male,1959-10-27T00:00:00Z,11,Q22351000-9F8C064D-99FB-43A3-99B6-0AF670F72DC1
Q24427754,Agata Katarzyna Wojtyszek,Q108524676,PiS,,,female,1967-10-23T00:00:00Z,11,Q24427754-71AF92E5-0EB3-45D2-9523-3D7C21F29F07
Q255963,Lech Kołakowski,Q108524676,PiS,,,male,1963-06-13T00:00:00Z,11,Q255963-B8700BCA-5A06-4F7A-9B17-14605944BEF5
Q256891,Joanna Fabisiak,Q108524655,KO,,,female,1950-07-07T00:00:00Z,11,Q256891-AE981CBE-E150-4D71-B812-72A76A58CF7E
Q2569625,Wiesław Janczyk,Q108524676,PiS,,,male,1964-04-07T00:00:00Z,11,Q2569625-E982B769-E82A-449E-AE8E-CCF82FF59D32
Q275644,Katarzyna Maria Piekarska,Q108524655,KO,,,female,1967-09-23T00:00:00Z,11,Q275644-D79DD57A-3D1D-4925-A7C1-EBCC91FF39D2
Q275679,Joanna Senyszyn,Q108524674,Lewica,,,female,1949-02-01T00:00:00Z,11,Q275679-4B3C2FC6-D156-4246-BCB0-74FF80B8891E
Q27998784,Agnieszka Dziemianowicz-Bąk,Q108524674,Lewica,,,female,1984-01-20T00:00:00Z,11,Q27998784-104001f1-49e5-ebe0-3124-9bc632a22ab4
Q28123976,Krzysztof Śmiszek,Q108524674,Lewica,,,male,1979-08-25T00:00:00Z,11,Q28123976-c27c5dd8-4add-21f7-e6a9-e1968b006f01
Q28744997,Małgorzata Janowska,Q108524676,PiS,,,female,1977-01-29T00:00:00Z,11,Q28744997-4F258791-4C96-4027-89FD-E623009B3FDB
Q293305,Gabriela Masłowska,Q108524676,PiS,,,female,1950-06-27T00:00:00Z,11,Q293305-0D8948C0-9C54-4F4D-9148-DF0A99EC76A3
Q30045841,Marta Kubiak,Q108524676,PiS,,,female,1985-09-21T00:00:00Z,11,Q30045841-5FF1A334-598E-4F85-931F-3B77C8B7D0C3
Q30231721,Piotr Wawrzyk,Q108524676,PiS,,,male,1967-12-12T00:00:00Z,11,Q30231721-0695B978-DC26-49C5-843C-17196D7BA034
Q327449,Michał Jach,Q108524676,PiS,,,male,1951-09-23T00:00:00Z,11,Q327449-47F104F5-3471-4EAA-9DB5-B4CE54855B14
Q327512,Tomasz Głogowski,Q108524655,KO,,,male,1974-12-30T00:00:00Z,11,Q327512-B70B40CF-26CE-46F0-817D-E4BC6D9C864A
Q327641,Kazimierz Gołojuch,Q108524676,PiS,,,male,1964-02-05T00:00:00Z,11,Q327641-58AD8EC7-2BAD-4A46-A1C8-48A1F5359A3C
Q327673,Tomasz Piotr Nowak,Q108524655,KO,,,male,1956-12-22T00:00:00Z,11,Q327673-7CB80484-F599-472A-BFCF-12E69B255D99
Q327678,Jerzy Bielecki,Q108524676,PiS,,,male,1969-11-19T00:00:00Z,11,Q327678-F1A875C4-CA35-4960-BD10-CCAE2BBEAF62
Q327687,Krzysztof Czarnecki,Q108524676,PiS,,,male,1957-10-25T00:00:00Z,11,Q327687-4551F708-ABAA-45AB-8F90-964AB65C042D
Q328620,Szymon Giżyński,Q108524676,PiS,,,male,1956-03-08T00:00:00Z,11,Q328620-8B2CA20A-A176-49C6-976B-5B1ADADF8379
Q329262,Janusz Śniadek,Q108524676,PiS,,,male,1955-05-26T00:00:00Z,11,Q329262-AD7639D6-D090-4CA2-B0EB-9FC585D3ADB5
Q349478,Adam Gawęda,Q108524676,PiS,,,male,1967-11-03T00:00:00Z,11,Q349478-8C5CB55D-4908-4A74-A360-B6B6EA95EEA6
Q362851,Grzegorz Schetyna,Q108524655,KO,,,male,1963-02-18T00:00:00Z,11,Q362851-DB4769BC-5CDC-4FF3-83CE-AFF2E822EC35
Q363696,Tadeusz Aziewicz,Q108524655,KO,,,male,1960-10-31T00:00:00Z,11,Q363696-08142B13-2CEF-4F01-B532-5CD4FE32D109
Q364643,Marek Biernacki,Q108524672,KP,,,male,1959-04-28T00:00:00Z,11,Q364643-E74FC1C2-D26B-495E-8397-12C587B0D04F
Q376732,Wiesław Szczepański,Q108524674,Lewica,,,male,1960-06-01T00:00:00Z,11,Q376732-2EE54444-3C8F-4DBB-BD76-CB44096458F6
Q376758,Waldemar Andzel,Q108524676,PiS,,,male,1971-09-17T00:00:00Z,11,Q376758-0094C919-715B-4D28-AECB-B773FC01BC1D
Q376840,Tadeusz Tomaszewski,Q108524674,Lewica,,,male,1959-02-21T00:00:00Z,11,Q376840-26F8AFA2-4FA0-409B-BD02-1892BBA4DF3D
Q381551,Witold Czarnecki,Q108524676,PiS,,,male,1953-04-12T00:00:00Z,11,Q381551-7831E81E-891D-4EC9-A7F7-60290622FED8
Q381575,Andrzej Adamczyk,Q108524676,PiS,,,male,1959-01-04T00:00:00Z,11,Q381575-6067069B-9864-4BF3-9043-631CEF9BD4AB
Q382446,Tadeusz Cymański,Q108524676,PiS,,,male,1955-06-06T00:00:00Z,11,Q382446-DDD2E70F-C59F-43D2-BDF9-1894C217ADA9
Q382467,Bogusław Wontor,Q108524674,Lewica,,,male,1967-09-29T00:00:00Z,11,Q382467-586A7338-0D98-4C98-81DC-3533326D60CA
Q382639,Arkadiusz Czartoryski,Q108524676,PiS,,,male,1966-04-14T00:00:00Z,11,Q382639-2608B80F-5E19-4A6C-B852-54B3D457244E
Q382842,Czesław Hoc,Q108524676,PiS,,,male,1954-02-22T00:00:00Z,11,Q382842-2BC578B7-B35A-4F1C-8EEB-F290249D5FA2
Q3845166,Mariusz Kamiński,Q108524676,PiS,,,male,1965-09-25T00:00:00Z,11,Q3845166-68E16432-84B9-46E3-A94A-86D7DDC98BA1
Q394886,Agnieszka Hanajczyk,Q108524655,KO,,,female,1963-01-12T00:00:00Z,11,Q394886-984ED1F4-FCD5-46D4-B373-0CF7C2B67B5F
Q394899,Agnieszka Pomaska,Q108524655,KO,,,female,1980-01-08T00:00:00Z,11,Q394899-9DAD6B97-7018-4231-95AE-44B6EC864AFF
Q432053,Tomasz Latos,Q108524676,PiS,,,male,1964-03-08T00:00:00Z,11,Q432053-66F82AE1-9E6D-4940-A50B-B06FDB631C14
Q432068,Marek Matuszewski,Q108524676,PiS,,,male,1959-08-14T00:00:00Z,11,Q432068-0BFA7AC8-BB07-4513-B691-610459AC5CEB
Q432110,Henryk Kowalczyk,Q108524676,PiS,,,male,1956-07-15T00:00:00Z,11,Q432110-89653AF2-8E5F-4078-9D88-7555A69C4484
Q432123,Kazimierz Matuszny,Q108524676,PiS,,,male,1960-03-04T00:00:00Z,11,Q432123-2FC6C0E1-31D1-45F1-9678-4DED4145BEE4
Q432149,Leonard Krasulski,Q108524676,PiS,,,male,1950-11-08T00:00:00Z,11,Q432149-649D0BE5-3EC3-4FA2-AD45-5F0C4CCA281D
Q432173,Krzysztof Lipiec,Q108524676,PiS,,,male,1959-10-11T00:00:00Z,11,Q432173-E129B2E3-EF72-4683-94A2-642A6B0F9CFD
Q432207,Jerzy Materna,Q108524676,PiS,,,male,1956-03-25T00:00:00Z,11,Q432207-D7443FA9-F3CC-46CB-8CC0-C7AA516B15FC
Q432215,Paweł Kowal,Q108524655,KO,,,male,1975-07-22T00:00:00Z,11,Q432215-06B7940D-D500-4E37-BD5A-15F7BFA1614F
Q432482,Ewa Malik,Q108524676,PiS,,,female,1961-01-11T00:00:00Z,11,Q432482-5E696BA5-29A3-4255-8381-30A08B2A5610
Q432761,Kazimierz Moskal,Q108524676,PiS,,,male,1962-02-02T00:00:00Z,11,Q432761-9F898F56-7F22-482B-B7F1-7E8B5CC456DB
Q432867,Arkadiusz Mularczyk,Q108524676,PiS,,,male,1971-02-04T00:00:00Z,11,Q432867-5FFFC25D-E9BD-4786-BFA4-4F2DAB5B3665
Q434030,Krystyna Skowrońska,Q108524655,KO,,,female,1954-07-22T00:00:00Z,11,Q434030-399A2160-829A-48F0-BCBA-D50B550D5CCA
Q439058,Joanna Mucha,Q108524677,Polska2050,,,female,1976-04-12T00:00:00Z,11,Q439058-8C11DE3D-B58D-4E84-A974-A23B8B138E0D
Q4409956,Killion Munyama,Q108524655,KO,,,male,1961-07-10T00:00:00Z,11,Q4409956-F5E66BDE-FA78-41B0-9FD7-7B79371E76A1
Q441607,Robert Tyszkiewicz,Q108524655,KO,,,male,1963-06-07T00:00:00Z,11,Q441607-6108DB8E-A7F1-46AD-A61E-4C09C952099C
Q441616,Jarosław Urbaniak,Q108524655,KO,,,male,1966-08-07T00:00:00Z,11,Q441616-33DACD86-E2AC-4399-8B67-92082AD91788
Q449484,Tadeusz Zwiefka,Q108524655,KO,,,male,1954-12-28T00:00:00Z,11,Q449484-266AD547-613D-481C-AD47-2A8C2D2405E9
Q456007,Krystyna Szumilas,Q108524655,KO,,,female,1956-06-28T00:00:00Z,11,Q456007-62A753F8-91CE-4D00-8C0B-77750F8422B7
Q461556,Joanna Kluzik-Rostkowska,Q108524655,KO,,,female,1963-12-14T00:00:00Z,11,Q461556-4FD45E7A-0884-432F-834E-79141712EEA4
Q462043,Jakub Rutnicki,Q108524655,KO,,,male,1978-12-03T00:00:00Z,11,Q462043-DB7EA0CA-9593-485B-A89C-64B0889832A5
Q465497,Ireneusz Raś,Q108524672,KP,,,male,1972-09-30T00:00:00Z,11,Q465497-9E203F51-E202-495B-AD10-288316FE6686
Q466766,Kazimierz Plocke,Q108524655,KO,,,male,1958-05-03T00:00:00Z,11,Q466766-5FB340AA-EE42-4C26-A288-A82A695C226C
Q4679581,Adam Ołdakowski,Q108524676,PiS,,,male,1955-12-25T00:00:00Z,11,Q4679581-BBB5171B-44A6-459D-8297-3237E472213E
Q47151909,Łukasz Szumowski,Q108524676,PiS,,,male,1972-06-03T00:00:00Z,11,Q47151909-46C4536B-DE24-44D5-9D85-EE1DF476222F
Q47484353,Marcelina Zawisza,Q108524674,Lewica,,,female,1989-05-03T00:00:00Z,11,Q47484353-8AAAA675-5D3A-410F-882C-0AC2D75DF64E
Q4759608,Andrzej Grzyb,Q108524672,KP,,,male,1956-08-23T00:00:00Z,11,Q4759608-C0D3BBE3-460D-48F9-815A-265639236D28
Q4759634,Andrzej Kosztowniak,Q108524676,PiS,,,male,1976-03-31T00:00:00Z,11,Q4759634-519FF9B8-98C4-4A2C-8EF5-BFEA7C860AF0
Q4759710,Andrzej Sośnierz,Q108524690,PS,,,male,1951-05-08T00:00:00Z,11,Q4759710-0846BC33-0235-4E3C-8A54-65C7F2F698DA
Q4759713,Andrzej Szewiński,Q108524655,KO,,,male,1970-02-20T00:00:00Z,11,Q4759713-AB9A5700-C17B-492D-A776-DBB19567F7B4
Q4759715,Andrzej Szejna,Q108524674,Lewica,,,male,1973-04-28T00:00:00Z,11,Q4759715-3EC13D41-D30E-463E-AFA0-5AF7476B2A46
Q4759716,Andrzej Szlachta,Q108524676,PiS,,,male,1947-01-19T00:00:00Z,11,Q4759716-999B07BB-AA21-46D8-8208-FE0AD2330910
Q4767398,Anna Paluch,Q108524676,PiS,,,female,1960-03-31T00:00:00Z,11,Q4767398-236AEEE8-1C99-4162-AD79-79EF7591E0E9
Q48842268,Mariusz Trepka,Q108524676,PiS,,,male,1967-01-06T00:00:00Z,11,Q48842268-7EA3B402-287D-4662-BBDD-62CC66F0D47F
Q48842537,Marlena Magdalena Maląg,Q108524676,PiS,,,female,1964-11-02T00:00:00Z,11,Q48842537-8CD49826-60A3-4F7A-B38B-2DFCCAE6CC19
Q48842557,Violetta Porowska,Q108524676,PiS,,,female,1968-08-06T00:00:00Z,11,Q48842557-2A2B5B40-A550-4C84-9F1A-D63A0E1C8FB8
Q48852322,Michał Woś,Q108524676,PiS,,,male,1991-02-08T00:00:00Z,11,Q48852322-8487522D-B5EB-46A7-BA62-0E1877DF85F4
Q48862378,Piotr Müller,Q108524676,PiS,,,male,1989-05-02T00:00:00Z,11,Q48862378-209671A7-1403-4C63-8A50-90DF1AA38A29
Q48864253,Dobromir Sośnierz,Q108524680,Konfederacja,,,male,1976-10-18T00:00:00Z,11,Q48864253-3435FD83-56A1-43DB-877D-851903B71E0C
Q4937934,Bogusław Sonik,Q108524655,KO,,,male,1953-12-03T00:00:00Z,11,Q4937934-D2DE2F04-6A95-4FD2-99B4-FD6B9F00460E
Q4939261,Bolesław Piecha,Q108524676,PiS,,,male,1954-09-19T00:00:00Z,11,Q4939261-5ED215EB-20EF-4B4C-92C7-8FDED41FCBB8
Q505776,Sławomir Jan Piechota,Q108524655,KO,,,male,1960-01-01T00:00:00Z,11,Q505776-AEAB68C9-340E-42F3-B6DB-F722D3E8B975
Q506776,Paweł Olszewski,Q108524655,KO,,,male,1979-12-11T00:00:00Z,11,Q506776-515DCE3F-2096-4192-88AA-5A278772086F
Q513719,Wanda Nowicka,Q108524674,Lewica,,,female,1956-11-21T00:00:00Z,11,Q513719-4C5CBB57-7758-4057-8C0B-C4D352F6608B
Q515478,Andrzej Rozenek,Q108524674,Lewica,,,male,1969-03-17T00:00:00Z,11,Q515478-BE3CD634-C187-4A1E-86E9-4DCB12B1EB3B
Q5202126,Czesław Mroczek,Q108524655,KO,,,male,1964-07-20T00:00:00Z,11,Q5202126-2C16C4AE-A787-4BD4-B1ED-FE4338B2D161
Q5213246,Bartłomiej Sienkiewicz,Q108524655,KO,,,male,1961-07-29T00:00:00Z,11,Q5213246-B995B886-BD25-4E66-B823-B8A8A1BEE752
Q5223017,Dariusz Olszewski,Q108524676,PiS,,,male,1967-11-26T00:00:00Z,11,Q5223017-BC8A3514-B2C3-4E85-A79C-500E6E69C29E
Q5290999,Dominika Chorosińska,Q108524676,PiS,,,female,1978-12-28T00:00:00Z,11,Q5290999-EE69CCA6-67C2-469A-9E87-B826DAE6BE37
Q531188,Jolanta Fedak,Q108524672,KP,,,female,1960-09-21T00:00:00Z,11,Q531188-54DF8926-E7FE-4279-BA2A-79B94199E10B
Q5345327,Edward Siarka,Q108524676,PiS,,,male,1963-07-07T00:00:00Z,11,Q5345327-D28791D4-E9F8-4B2D-8970-7E3F27E9398C
Q5368714,Elżbieta Gelert,Q108524655,KO,,,female,1955-04-22T00:00:00Z,11,Q5368714-C8115C7C-CC57-4E4D-9019-1D7356A5DCA7
Q5368729,Elżbieta Witek,Q108524676,PiS,,,female,1957-12-17T00:00:00Z,11,Q5368729-394C01CC-993D-40EF-9FAA-B6685201A42B
Q5423758,Krzysztof Bosak,Q108524680,Konfederacja,,,male,1982-06-13T00:00:00Z,11,Q5423758-7308B918-70DA-4F04-AFD0-D986F3D30042
Q5428271,Paweł Zalewski,Q327591,bezpartyjny,,,male,1964-09-25T00:00:00Z,11,Q5428271-0FF01904-BD23-4949-B194-CF7758C5A24F
Q55391464,Marcin Ociepa,Q108524676,PiS,,,male,1984-10-21T00:00:00Z,11,Q55391464-CDA35B28-FD06-46C7-88DE-CF9E9947EDB4
Q55391774,Fryderyk Kapinos,Q108524676,PiS,,,male,1961-12-31T00:00:00Z,11,Q55391774-71B12C21-DC82-4C34-BEC0-034DECDBD966
Q56338906,Tomasz Zieliński,Q108524676,PiS,,,male,1967-07-20T00:00:00Z,11,Q56338906-6CA7232C-CB31-4B08-BD3B-4FEF0F2F46DE
Q570159,Piotr Borys,Q108524655,KO,,,male,1976-01-11T00:00:00Z,11,Q570159-B7209F74-F147-42EE-B8A2-BB6CF2BA107E
Q570288,Michał Szczerba,Q108524655,KO,,,male,1977-12-14T00:00:00Z,11,Q570288-5F8068D6-E38D-496A-B369-BCB75EA6892A
Q597698,Antoni Macierewicz,Q108524676,PiS,,,male,1948-08-03T00:00:00Z,11,Q597698-EF8497B0-AB41-49C7-BC09-E595F8F8C1B1
Q602861,Rafał Grupiński,Q108524655,KO,,,male,1952-09-26T00:00:00Z,11,Q602861-8A4DB8E9-B988-4073-AA67-8BC96BA54F3F
Q60833165,Kamil Bortniczuk,Q108524676,PiS,,,male,1983-06-11T00:00:00Z,11,Q60833165-A12B63FC-DD09-4DCC-9CCA-4143A59A2BBD
Q60833401,Grzegorz Lorek,Q108524676,PiS,,,male,1970-10-31T00:00:00Z,11,Q60833401-38C636B6-7523-4611-AE35-4E2ADA74239E
Q60833803,Marcin Gwóźdź,Q108524676,PiS,,,male,1977-12-14T00:00:00Z,11,Q60833803-D02AD527-D1F7-49AB-A7D3-6962997719D9
Q60834225,Jarosław Rzepa,Q108524672,KP,,,male,1972-08-22T00:00:00Z,11,Q60834225-2A44C275-22E4-4002-BF77-797C6F43C07D
Q60834445,Paweł Rychlik,Q108524676,PiS,,,male,1986-12-16T00:00:00Z,11,Q60834445-79CFD5C7-9861-401A-A667-210075FDBA40
Q60834523,Sławomir Skwarek,Q108524676,PiS,,,male,1963-11-25T00:00:00Z,11,Q60834523-DE96C4F3-D425-4524-93F3-E67CF00D1201
Q60834547,Danuta Nowicka,Q108524676,PiS,,,female,1951-07-20T00:00:00Z,11,Q60834547-628341B4-95EB-41C6-B9C0-B2E3CA836E94
Q6110658,Jacek Tomczak,Q108524672,KP,,,male,1973-07-27T00:00:00Z,11,Q6110658-DD089560-E57A-4982-B8EC-C13C8E351D43
Q6158899,Marek Opioła,Q108524676,PiS,,,male,1976-09-24T00:00:00Z,11,Q6158899-43BCA2BE-5B70-4D4A-B304-064C13F465A0
Q6160839,Jarosław Sellin,Q108524676,PiS,,,male,1963-05-01T00:00:00Z,11,Q6160839-8016D3CD-074D-4D20-92E8-1EDEE5EA41D1
Q6160856,Jarosław Zieliński,Q108524676,PiS,,,male,1960-09-20T00:00:00Z,11,Q6160856-2143C23A-9A4D-4553-A94F-9F0F8665432D
Q61944248,Jan Szopiński,Q108524674,Lewica,,,male,1957-08-01T00:00:00Z,11,Q61944248-F38CD7C3-7FE6-45A2-9FC0-4CCF36D6A018
Q6271409,Czesław Siekierski,Q108524672,KP,,,male,1952-10-08T00:00:00Z,11,Q6271409-C33D988F-8B65-45D9-948C-3E7CBF5E19A5
Q6338599,Ryszard Galla,Q327591,bezpartyjny,,,male,1956-07-22T00:00:00Z,11,Q6338599-6CCD21D9-FC9E-416A-B97D-7984B1EDCB63
Q64141216,Władysław Teofil Bartoszewski,Q108524672,KP,,,male,1955-10-22T00:00:00Z,11,Q64141216-B2BB0F52-3B3E-4E84-A5FC-D39A463A916F
